# Undirected graph (each unordered pair of nodes is saved once): prefattach.txt
# Nodes: 100 Edges: 945
# NodeId	NodeId
52	69
52	71
52	79
52	85
52	87
52	91
53	77
54	55
54	68
54	75
54	80
54	89
54	95
55	58
55	66
55	85
56	58
56	65
56	85
56	86
56	92
57	62
57	63
57	66
57	68
57	78
57	79
58	60
58	63
58	81
58	94
59	64
59	74
59	96
61	70
62	70
62	95
62	97
63	86
63	91
65	97
66	76
66	81
67	84
68	80
68	92
69	80
69	88
69	89
69	90
70	72
70	82
70	88
71	74
71	78
71	82
71	98
72	78
73	78
73	98
74	84
74	95
74	96
74	99
75	94
76	92
76	95
78	87
79	82
79	95
81	83
83	92
83	94
84	91
84	92
84	96
86	96
87	89
87	96
89	96
93	99
95	98
95	99
